gameid,homeTeam,homeId,awayTeam,awayId,preShotsHome,preHitsHome,prePenaltiesHome,preShotsAway,preHitsAway,prePenaltiesAway,preShotsTotal,preHitsTotal,prePenaltiesTotal,fightTime,player1Id,player1Name,player2Id,player2Name,postShotsHome,postHitsHome,postPenaltiesHome,postShotsAway,postHitsAway,postPenaltiesAway,postShotsTotal,postHitsTotal,postPenaltiesTotal
2019020895,Boston Bruins,6,Detroit Red Wings,17,39.23,27.57,3.18,23.33,29.69,2.12,62.56,57.26,5.3,56:39,8476960.0,Andreas Athanasiou,8475780.0,Chris Wagner,0.0,17.91,17.91,53.73,35.82,0.0,53.73,53.73,17.91
2019020896,St. Louis Blues,19,Nashville Predators,18,0.0,49.48,0.0,61.86,0.0,0.0,61.86,49.48,0.0,04:54,8475170.0,Brayden Schenn,8476887.0,Filip Forsberg,25.05,34.85,6.53,19.6,14.16,7.62,44.65,49.0,14.16
2019020896,St. Louis Blues,19,Nashville Predators,18,6.7,67.04,6.7,40.22,0.0,6.7,46.93,67.04,13.41,08:59,8474145.0,Robert Bortuzzo,8475797.0,Jarred Tinordi,25.87,30.58,5.88,19.99,15.29,7.06,45.87,45.87,12.94
2019020898,Florida Panthers,13,Edmonton Oilers,22,28.53,26.16,0.0,28.53,11.89,2.38,57.07,38.04,2.38,25:17,8476988.0,Matt Benning,8478569.0,Noel Acciari,36.29,15.55,5.18,22.47,5.18,5.18,58.76,20.74,10.37
2019020898,Florida Panthers,13,Edmonton Oilers,22,25.62,25.62,3.94,27.59,9.85,3.94,53.2,35.47,7.88,30:58,8476915.0,Jujhar Khaira,8477384.0,Josh Brown,41.33,14.47,2.07,22.73,6.2,4.13,64.06,20.67,6.2
2019020905,Vegas Golden Knights,54,New York Islanders,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03,8471817.0,Ryan Reaves,8477527.0,Ross Johnston,42.04,25.02,3.0,19.02,42.04,5.0,61.05,67.06,8.01
2019020905,Vegas Golden Knights,54,New York Islanders,2,28.8,34.56,5.76,5.76,51.84,5.76,34.56,86.4,11.52,10:29,8475314.0,Anders Lee,8474207.0,Nick Holden,44.83,23.02,3.64,21.81,39.99,3.64,66.64,63.01,7.27
2019020933,Toronto Maple Leafs,10,Pittsburgh Penguins,5,28.27,16.63,1.66,29.93,23.28,3.33,58.2,39.91,4.99,36:05,8477955.0,Jared McCann,8477953.0,Kasperi Kapanen,22.58,20.07,2.51,15.05,20.07,2.51,37.63,40.14,5.02
2019020934,New Jersey Devils,1,San Jose Sharks,28,24.43,32.58,0.0,40.72,16.29,0.0,65.16,48.87,0.0,07:26,8478136.0,Jacob Middleton,8477401.0,John Hayden,22.83,9.13,4.57,35.38,13.7,6.85,58.21,22.83,11.41
2019020937,Ottawa Senators,9,Winnipeg Jets,52,30.39,40.53,6.75,33.77,23.64,0.0,64.17,64.17,6.75,17:51,8480208.0,Drake Batherson,8478424.0,Jansen Harkins,28.47,21.35,11.39,27.05,15.66,11.39,55.52,37.01,22.78
2019020945,Calgary Flames,20,Boston Bruins,6,13.88,25.79,0.0,19.83,25.79,1.98,33.72,51.57,1.98,30:17,8479314.0,Matthew Tkachuk,8478468.0,Jeremy Lauzon,22.21,18.17,0.0,18.17,14.13,4.04,40.38,32.31,4.04
2019020951,Toronto Maple Leafs,10,Carolina Hurricanes,12,23.57,12.57,4.71,53.43,15.71,4.71,77.0,28.28,9.43,38:39,8476441.0,Joel Edmundson,8475160.0,Kyle Clifford,22.48,19.67,8.43,19.67,16.86,5.62,42.15,36.53,14.05
2019020952,Ottawa Senators,9,Montréal Canadiens,8,18.31,42.71,0.0,24.41,36.61,0.0,42.71,79.32,0.0,09:59,8480801.0,Brady Tkachuk,8475848.0,Brendan Gallagher,32.39,40.79,7.2,35.99,20.39,8.4,68.38,61.18,15.59
2019020956,Vancouver Canucks,23,Boston Bruins,6,30.55,33.6,3.05,35.13,38.18,6.11,65.68,71.79,9.16,39:30,8477500.0,Bo Horvat,8475745.0,Charlie Coyle,17.56,26.34,2.93,32.2,11.71,2.93,49.76,38.05,5.85
2019020971,New York Islanders,2,New York Rangers,3,44.48,17.01,1.31,24.85,19.62,2.62,69.33,36.63,3.92,45:52,8476419.0,Jean-Gabriel Pageau,8476885.0,Jacob Trouba,32.88,24.66,8.22,20.55,8.22,8.22,53.42,32.88,16.44
2019020973,Washington Capitals,15,Winnipeg Jets,52,26.8,25.01,1.79,26.8,23.23,0.0,53.6,48.24,1.79,33:37,8477903.0,Garnet Hathaway,8475868.0,Anthony Bitetto,25.87,14.23,2.59,23.28,5.17,2.59,49.16,19.4,5.17
2019020987,Florida Panthers,13,Toronto Maple Leafs,10,18.05,33.08,3.01,18.05,27.07,0.0,36.09,60.15,3.01,20:00,8477346.0,MacKenzie Weegar,8477953.0,Kasperi Kapanen,27.0,12.0,0.0,27.0,10.5,3.0,54.0,22.5,3.0
2019020984,Boston Bruins,6,Dallas Stars,25,26.82,22.99,1.92,32.57,28.74,3.83,59.39,51.73,5.75,31:24,8470794.0,Joe Pavelski,8471276.0,David Krejci,20.98,27.27,4.2,29.37,27.27,0.0,50.35,54.55,4.2
2019020988,Ottawa Senators,9,Vancouver Canucks,23,24.02,42.04,3.0,33.03,15.01,0.0,57.05,57.05,3.0,20:00,8475690.0,Christopher Tanev,8471676.0,Bobby Ryan,18.0,24.0,3.0,31.5,21.0,1.5,49.5,45.0,4.5
2019021013,Columbus Blue Jackets,29,Vancouver Canucks,23,36.75,33.41,5.01,41.76,25.06,0.0,78.52,58.47,5.01,35:55,8476870.0,Stefan Matteau,8479772.0,Zack MacEwen,19.93,34.88,0.0,27.4,14.95,7.47,47.34,49.83,7.47
2019021014,Minnesota Wild,30,Washington Capitals,15,41.2,22.18,6.34,25.35,6.34,3.17,66.55,28.52,9.51,18:57,8477451.0,Ryan Hartman,8475455.0,Brenden Dillon,35.08,11.69,4.38,26.31,8.77,10.23,61.39,20.46,14.62
2019021020,New York Islanders,2,Montréal Canadiens,8,22.2,37.0,0.0,33.3,29.6,0.0,55.5,66.6,0.0,16:16,8475314.0,Anders Lee,8477850.0,Christian Folin,19.21,30.18,0.0,16.46,35.67,6.86,35.67,65.85,6.86
2019021019,Tampa Bay Lightning,14,Boston Bruins,6,19.54,39.08,4.51,43.59,16.53,1.5,63.13,55.62,6.01,39:56,8476826.0,Yanni Gourde,8475807.0,Joakim Nordstrom,20.93,26.91,0.0,11.96,32.89,2.99,32.89,59.8,2.99
2019021029,Washington Capitals,15,Philadelphia Flyers,4,14.05,24.59,3.51,21.07,42.15,7.02,35.12,66.73,10.54,17:05,8476880.0,Tom Wilson,8470775.0,Nate Thompson,29.36,22.37,6.99,25.17,25.17,6.99,54.52,47.53,13.98
2019021029,Washington Capitals,15,Philadelphia Flyers,4,19.71,24.25,9.09,33.35,30.32,6.06,53.05,54.57,15.16,39:45,8477462.0,Robert Hagg,8476880.0,Tom Wilson,35.56,20.74,2.96,5.93,29.63,5.93,41.48,50.37,8.89
2019021031,Colorado Avalanche,21,Anaheim Ducks,24,40.71,11.63,0.0,23.26,58.16,0.0,63.97,69.79,0.0,10:40,8475235.0,Nicolas Deslauriers,8477930.0,Pierre-Edouard Bellemare,27.62,20.99,5.52,24.31,25.41,5.52,51.93,46.41,11.05
2019021034,Tampa Bay Lightning,14,Montréal Canadiens,8,22.72,22.72,3.03,30.29,21.2,0.0,53.01,43.92,3.03,40:00,8479410.0,Mikhail Sergachev,8470642.0,Shea Weber,12.0,24.0,3.0,36.0,6.0,15.0,48.0,30.0,18.0
2019021035,Florida Panthers,13,Boston Bruins,6,8.26,33.03,0.0,24.77,24.77,4.13,33.03,57.8,4.13,14:35,8479388.0,Riley Stillman,8477941.0,Nick Ritchie,36.33,19.37,6.05,24.22,19.37,4.84,60.54,38.75,10.9
2019021048,Anaheim Ducks,24,Toronto Maple Leafs,10,32.9,20.78,1.73,25.97,27.71,1.73,58.87,48.48,3.46,34:40,8475160.0,Kyle Clifford,8475235.0,Nicolas Deslauriers,16.58,14.21,7.11,35.53,7.11,2.37,52.11,21.32,9.47
2019021049,New York Islanders,2,Carolina Hurricanes,12,19.26,42.38,3.85,30.82,26.97,1.93,50.08,69.34,5.78,31:09,8476288.0,Ryan Dzingel,8478463.0,Anthony Beauvillier,27.59,23.65,3.94,17.73,37.44,3.94,45.32,61.08,7.88
2019021053,Boston Bruins,6,Tampa Bay Lightning,14,33.8,11.27,5.63,11.27,39.44,11.27,45.07,50.7,16.9,10:45,8475780.0,Chris Wagner,8476624.0,Barclay Goodrow,35.33,29.24,12.18,21.93,28.02,14.62,57.26,57.26,26.8
2019021053,Boston Bruins,6,Tampa Bay Lightning,14,34.18,31.07,6.21,17.09,37.29,7.77,51.27,68.36,13.98,38:37,8474034.0,Pat Maroon,8465009.0,Zdeno Chara,36.48,16.84,22.45,25.25,16.84,22.45,61.73,33.67,44.89
2019021061,Chicago Blackhawks,16,St. Louis Blues,19,30.87,32.59,1.72,27.44,37.73,8.58,58.31,70.32,10.29,34:59,8479465.0,Drake Caggiula,8478407.0,Vince Dunn,26.38,16.79,4.8,19.19,28.78,4.8,45.57,45.57,9.59
2019021063,Anaheim Ducks,24,Minnesota Wild,30,15.17,18.97,3.79,26.55,30.35,7.59,41.73,49.32,11.38,15:54,8478413.0,Jordan Greenway,8470612.0,Ryan Getzlaf,22.45,21.2,3.74,22.45,9.98,2.49,44.89,31.17,6.23
2019021067,Winnipeg Jets,52,Arizona Coyotes,53,29.75,29.75,0.0,29.75,29.75,0.0,59.5,59.5,0.0,02:07,8476392.0,Adam Lowry,8478474.0,Lawson Crouse,30.06,11.4,2.07,36.28,25.91,3.11,66.34,37.32,5.18
2019021076,Dallas Stars,25,New York Rangers,3,28.77,23.02,5.75,23.02,15.34,3.84,51.78,38.36,9.59,31:20,8473994.0,Jamie Benn,8474090.0,Brendan Smith,33.49,23.02,2.09,23.02,18.84,8.37,56.51,41.86,10.47
2019021082,Los Angeles Kings,26,Ottawa Senators,9,36.4,19.85,0.0,23.16,26.47,6.62,59.56,46.32,6.62,18:08,8478400.0,Colin White,8478455.0,Austin Wagner,35.83,11.46,4.3,24.36,18.63,2.87,60.19,30.1,7.17
2019030002,Tampa Bay Lightning,14,Washington Capitals,15,26.18,47.12,5.24,22.69,48.86,1.75,48.86,95.98,6.98,34:38,8471698.0,T.J. Oshie,8476826.0,Yanni Gourde,15.87,23.81,6.61,25.13,21.16,2.65,41.0,44.97,9.26
2019030003,Boston Bruins,6,Tampa Bay Lightning,14,28.43,31.98,7.11,21.32,39.09,0.0,49.75,71.08,7.11,17:07,8476399.0,Blake Coleman,8476792.0,Torey Krug,23.79,30.78,2.8,36.38,23.79,8.39,60.16,54.57,11.19
2020020003,Toronto Maple Leafs,10,Montréal Canadiens,8,20.25,14.17,6.07,28.35,34.42,2.02,48.59,48.59,8.1,29:38,8474190.0,Wayne Simmonds,8475279.0,Ben Chiarot,33.76,12.44,0.0,24.88,26.65,7.11,58.64,39.09,7.11
2020020006,Buffalo Sabres,7,Washington Capitals,15,22.76,20.6,2.17,22.76,19.51,3.25,45.53,40.11,5.42,55:27,8476931.0,Jake McCabe,8475455.0,Brenden Dillon,13.19,13.19,0.0,13.19,13.19,13.19,26.37,26.37,13.19
2020020010,Detroit Red Wings,17,Carolina Hurricanes,12,17.23,25.07,1.57,36.03,39.16,1.57,53.26,64.23,3.13,38:18,8474040.0,Sam Gagner,8476462.0,Dougie Hamilton,8.29,8.29,5.53,47.0,5.53,5.53,55.3,13.82,11.06
2020020023,New Jersey Devils,1,Boston Bruins,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:19,8477425.0,Miles Wood,8476191.0,Kevan Miller,26.91,21.35,2.78,25.06,13.92,4.64,51.97,35.27,7.42
2020020038,Detroit Red Wings,17,Columbus Blue Jackets,29,34.55,14.23,2.03,26.42,11.18,2.03,60.97,25.4,4.06,59:03,8478460.0,Zach Werenski,8477946.0,Dylan Larkin,63.16,0.0,189.47,0.0,0.0,126.32,63.16,0.0,315.79
2020020038,Detroit Red Wings,17,Columbus Blue Jackets,29,34.55,14.23,3.05,26.42,11.18,3.05,60.97,25.4,6.1,59:03,8477416.0,Oliver Bjorkstrand,8471676.0,Bobby Ryan,63.16,0.0,126.32,0.0,0.0,63.16,63.16,0.0,189.47
2020020063,Columbus Blue Jackets,29,Tampa Bay Lightning,14,20.16,21.35,1.19,33.21,27.28,3.56,53.38,48.63,4.74,50:35,8473422.0,Nick Foligno,8474568.0,Luke Schenn,31.72,5.29,0.0,31.72,31.72,10.57,63.44,37.0,10.57
2020020064,Ottawa Senators,9,Winnipeg Jets,52,28.93,52.5,7.5,25.71,15.0,4.29,54.64,67.5,11.79,56:00,8480801.0,Brady Tkachuk,8476470.0,Nathan Beaulieu,15.0,30.0,60.0,15.0,0.0,60.0,30.0,30.0,120.0
2020020080,Vancouver Canucks,23,Montréal Canadiens,8,0.0,58.06,0.0,19.35,38.71,0.0,19.35,96.77,0.0,03:09,8474574.0,Tyler Myers,8476441.0,Joel Edmundson,24.27,30.61,5.28,28.5,19.0,6.33,52.77,49.6,11.61
2020020079,Winnipeg Jets,52,Ottawa Senators,9,31.03,10.34,0.0,31.03,41.38,0.0,62.07,51.72,0.0,06:04,8474230.0,Micheal Haley,8476470.0,Nathan Beaulieu,32.26,21.14,3.34,16.69,27.81,3.34,48.95,48.95,6.67
2020020092,Vancouver Canucks,23,Ottawa Senators,9,28.45,30.73,5.69,35.28,22.76,2.28,63.74,53.49,7.97,53:14,8475766.0,Austin Watson,8479772.0,Zack MacEwen,26.6,17.73,26.6,35.47,26.6,17.73,62.07,44.33,44.33
2020020092,Vancouver Canucks,23,Ottawa Senators,9,28.18,28.18,7.05,34.22,23.15,4.03,62.4,51.33,11.07,59:37,8474849.0,Antoine Roussel,8475766.0,Austin Watson,0.0,156.52,0.0,156.52,0.0,156.52,156.52,156.52,156.52
2020020106,Vegas Golden Knights,54,St. Louis Blues,19,40.3,23.51,5.04,18.47,21.83,3.36,58.77,45.34,8.4,35:44,8475913.0,Mark Stone,8475753.0,Justin Faulk,25.75,8.13,2.71,14.91,23.04,6.78,40.66,31.17,9.49
2020020115,Montréal Canadiens,8,Calgary Flames,20,20.27,16.69,3.58,20.27,27.43,3.58,40.54,44.12,7.15,50:19,8475279.0,Ben Chiarot,8479314.0,Matthew Tkachuk,0.0,24.78,12.39,37.18,18.59,12.39,37.18,43.37,24.78
2020020118,Minnesota Wild,30,Los Angeles Kings,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03,8477073.0,Kurtis MacDermid,8475220.0,Marcus Foligno,23.02,10.01,9.01,32.03,9.01,5.0,55.05,19.02,14.01
2020020117,Vancouver Canucks,23,Ottawa Senators,9,21.31,22.32,5.07,34.5,36.53,5.07,55.81,58.85,10.15,59:10,8479772.0,Zack MacEwen,8480801.0,Brady Tkachuk,0.0,0.0,72.0,144.0,0.0,72.0,144.0,0.0,144.0
2020020129,Tampa Bay Lightning,14,Nashville Predators,18,27.16,25.57,6.39,25.57,19.17,7.99,52.73,44.74,14.38,37:33,8474034.0,Pat Maroon,8474697.0,Mark Borowiecki,32.07,13.36,8.02,18.71,13.36,13.36,50.78,26.73,21.38
2020020129,Tampa Bay Lightning,14,Nashville Predators,18,29.96,21.57,7.19,23.97,17.98,8.39,53.93,39.55,15.58,50:19,8479371.0,Dante Fabbro,8476826.0,Yanni Gourde,24.78,18.59,12.39,18.59,12.39,12.39,43.37,30.98,24.78
2020020135,Anaheim Ducks,24,St. Louis Blues,19,0.0,51.92,0.0,69.23,17.31,0.0,69.23,69.23,0.0,03:31,8470612.0,Ryan Getzlaf,8475160.0,Kyle Clifford,24.43,24.43,3.19,21.25,25.49,5.31,45.68,49.93,8.5
2020020144,New York Rangers,3,Pittsburgh Penguins,5,27.0,30.0,6.0,33.0,21.0,3.0,60.0,51.0,9.0,20:00,8477953.0,Kasperi Kapanen,8479353.0,Brett Howden,18.0,24.0,7.5,21.0,27.0,4.5,39.0,51.0,12.0
2020020145,Washington Capitals,15,Boston Bruins,6,23.36,17.21,3.69,27.05,30.74,4.92,50.41,47.95,8.61,48:49,8479365.0,Trent Frederic,8476880.0,Tom Wilson,21.46,16.1,10.73,32.19,10.73,0.0,53.65,26.83,10.73
2020020158,Colorado Avalanche,21,Minnesota Wild,30,30.4,5.7,3.8,30.4,26.6,3.8,60.79,32.3,7.6,31:38,8477456.0,J.T. Compher,8476415.0,Kyle Rau,27.5,29.61,2.12,23.27,19.04,4.23,50.76,48.65,6.35
2020020161,Los Angeles Kings,26,Anaheim Ducks,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03,8477073.0,Kurtis MacDermid,8475235.0,Nicolas Deslauriers,20.02,22.02,1.0,40.03,20.02,2.0,60.05,42.04,3.0
2020020164,New York Rangers,3,Washington Capitals,15,27.0,20.0,6.0,31.0,17.0,4.0,58.0,37.0,10.0,60:00,8475455.0,Brenden Dillon,8479291.0,Kevin Rooney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020020170,Montréal Canadiens,8,Ottawa Senators,9,30.67,47.28,2.56,20.45,39.62,3.83,51.12,86.9,6.39,47:09,8470621.0,Corey Perry,8475790.0,Erik Gudbranson,56.03,23.35,9.34,14.01,9.34,14.01,70.04,32.68,23.35
2020020171,Toronto Maple Leafs,10,Vancouver Canucks,23,30.56,15.81,3.16,15.81,27.4,4.22,46.37,43.21,7.38,56:59,8474190.0,Wayne Simmonds,8474818.0,Jordie Benn,19.89,0.0,0.0,19.89,19.89,39.78,39.78,19.89,39.78
2020020174,Philadelphia Flyers,4,Boston Bruins,6,17.43,30.51,4.36,17.43,26.15,4.36,34.87,56.66,8.72,13:50,8477365.0,Connor Clifton,8477979.0,Nicolas Aube-Kubel,24.69,19.49,3.9,22.09,28.59,7.8,46.79,48.09,11.7
2020020550,St. Louis Blues,19,Arizona Coyotes,53,22.75,20.85,5.69,17.06,20.85,3.79,39.81,41.71,9.48,31:39,8475170.0,Brayden Schenn,8475728.0,Johan Larsson,25.4,21.16,8.47,14.81,12.7,6.35,40.21,33.86,14.81
2020020189,Florida Panthers,13,Detroit Red Wings,17,36.48,27.36,2.28,35.34,26.22,2.28,71.82,53.58,4.56,52:38,8479379.0,Givani Smith,8477932.0,Aaron Ekblad,32.58,8.14,8.14,32.58,8.14,8.14,65.16,16.29,16.29
2020020190,Columbus Blue Jackets,29,Carolina Hurricanes,12,19.41,24.96,2.77,19.41,27.73,5.55,38.83,52.7,8.32,22:04,8477503.0,Max Domi,8475799.0,Nino Niederreiter,15.82,23.73,1.58,20.56,20.56,6.33,36.38,44.29,7.91
2020020193,Dallas Stars,25,Chicago Blackhawks,16,33.69,2.59,5.18,33.69,12.96,5.18,67.39,15.55,10.37,23:10,8473994.0,Jamie Benn,8477507.0,Nikita Zadorov,25.65,18.11,3.02,30.18,18.11,3.02,55.83,36.21,6.04
2020020199,Ottawa Senators,9,Edmonton Oilers,22,36.73,0.0,0.0,36.73,110.2,0.0,73.47,110.2,0.0,01:41,8476915.0,Jujhar Khaira,8475766.0,Austin Watson,26.75,17.49,6.17,31.89,20.58,3.09,58.65,38.07,9.26
2020020199,Ottawa Senators,9,Edmonton Oilers,22,35.64,0.0,35.64,35.64,106.93,35.64,71.29,106.93,71.29,01:43,8475178.0,Zack Kassian,8475790.0,Erik Gudbranson,26.77,17.5,5.15,31.91,20.59,2.06,58.68,38.09,7.21
2020020198,Nashville Predators,18,Tampa Bay Lightning,14,29.75,59.5,0.0,0.0,0.0,0.0,29.75,59.5,0.0,02:04,8474568.0,Luke Schenn,8479671.0,Mathieu Olivier,22.78,12.43,5.18,32.11,10.36,5.18,54.89,22.78,10.36
2020020565,St. Louis Blues,19,Arizona Coyotes,53,0.0,67.92,0.0,22.64,0.0,0.0,22.64,67.92,0.0,02:41,8475160.0,Kyle Clifford,8477401.0,John Hayden,31.82,13.97,3.88,17.85,17.07,4.66,49.67,31.04,8.54
2020020210,Vegas Golden Knights,54,Anaheim Ducks,24,22.18,22.18,3.17,19.01,19.01,3.17,41.2,41.2,6.34,18:56,8471817.0,Ryan Reaves,8475235.0,Nicolas Deslauriers,27.76,29.22,1.46,18.99,16.07,1.46,46.75,45.29,2.92
2020020212,New York Rangers,3,Boston Bruins,6,28.05,28.05,2.44,34.15,17.07,1.22,62.2,45.12,3.66,49:17,8475780.0,Chris Wagner,8475868.0,Anthony Bitetto,53.02,31.81,10.6,5.3,37.11,10.6,58.32,68.92,21.21
2020020217,Florida Panthers,13,Tampa Bay Lightning,14,25.25,46.89,0.0,10.82,43.29,0.0,36.07,90.18,0.0,16:39,8476624.0,Barclay Goodrow,8479066.0,Ryan Lomberg,23.53,42.91,6.92,22.15,37.37,5.54,45.67,80.28,12.46
2020020228,New York Rangers,3,Boston Bruins,6,22.41,34.63,8.15,36.67,22.41,8.15,59.08,57.05,16.3,29:28,8477962.0,Brendan Lemieux,8479365.0,Trent Frederic,19.65,27.51,5.9,21.62,23.58,13.76,41.27,51.09,19.65
2020020228,New York Rangers,3,Boston Bruins,6,22.15,35.78,10.22,37.48,25.56,11.93,59.63,61.33,22.15,35:14,8477402.0,Pavel Buchnevich,8478468.0,Jeremy Lauzon,19.38,24.23,2.42,16.96,19.38,9.69,36.34,43.61,12.11
2020020232,Florida Panthers,13,Tampa Bay Lightning,14,36.33,40.69,4.36,24.71,26.16,5.81,61.04,66.86,10.17,41:33,8476399.0,Blake Coleman,8475462.0,Radko Gudas,26.02,26.02,13.01,16.26,22.76,6.5,42.28,48.78,19.51
2020020233,Chicago Blackhawks,16,Columbus Blue Jackets,29,44.0,36.0,0.0,28.0,28.0,4.0,72.0,64.0,4.0,15:06,8479339.0,Patrik Laine,8479542.0,Brandon Hagel,22.43,23.74,2.64,29.02,27.7,1.32,51.45,51.45,3.96
2020020247,Toronto Maple Leafs,10,Ottawa Senators,9,33.52,11.17,0.0,26.82,29.05,0.0,60.34,40.22,0.0,26:52,8474162.0,Jake Muzzin,8480801.0,Brady Tkachuk,30.47,27.08,3.39,22.0,20.31,5.08,52.47,47.39,8.46
2020020256,Tampa Bay Lightning,14,Florida Panthers,13,27.25,27.25,4.09,17.71,16.35,4.09,44.97,43.6,8.18,44:04,8476966.0,Gemel Smith,8477409.0,Carter Verhaeghe,26.36,22.59,7.53,7.53,11.3,11.3,33.89,33.89,18.83
2020020256,Tampa Bay Lightning,14,Florida Panthers,13,29.43,26.04,4.53,15.85,16.98,4.53,45.28,43.02,9.06,53:03,8475462.0,Radko Gudas,8476826.0,Yanni Gourde,8.63,25.9,17.27,8.63,0.0,8.63,17.27,25.9,25.9
2020020248,Edmonton Oilers,22,Winnipeg Jets,52,25.23,58.88,8.41,25.23,8.41,0.0,50.47,67.29,8.41,07:29,8476392.0,Adam Lowry,8477498.0,Darnell Nurse,42.27,34.27,2.28,17.14,18.28,2.28,59.41,52.55,4.57
2020020364,New York Rangers,3,New Jersey Devils,1,0.0,0.0,0.0,0.0,133.33,0.0,0.0,133.33,0.0,00:29,8475184.0,Chris Kreider,8479415.0,Michael McLeod,37.3,30.24,2.02,32.26,20.16,1.01,69.56,50.41,3.02
2020020259,Vegas Golden Knights,54,Colorado Avalanche,21,33.03,0.0,0.0,33.03,0.0,0.0,66.06,0.0,0.0,01:56,8478434.0,Keegan Kolesar,8478502.0,Dennis Gilbert,26.87,17.57,3.1,21.7,10.33,3.1,48.56,27.9,6.2
2020020267,Pittsburgh Penguins,5,New York Islanders,2,26.47,52.94,0.0,79.41,52.94,0.0,105.88,105.88,0.0,02:18,8475231.0,Casey Cizikas,8479293.0,Brandon Tanev,33.28,22.88,5.2,29.12,33.28,6.24,62.39,56.15,11.44
2020020282,Columbus Blue Jackets,29,Nashville Predators,18,20.12,11.18,4.47,44.72,31.3,2.24,64.84,42.48,6.71,26:53,8473422.0,Nick Foligno,8474697.0,Mark Borowiecki,21.74,14.49,3.62,38.05,18.12,1.81,59.79,32.61,5.44
2020020285,Edmonton Oilers,22,Calgary Flames,20,17.22,17.22,0.0,0.0,34.45,17.22,17.22,51.67,17.22,03:31,8477935.0,Sam Bennett,8476915.0,Jujhar Khaira,17.0,38.24,6.37,45.68,31.87,4.25,62.67,70.11,10.62
2020020294,Vancouver Canucks,23,Winnipeg Jets,52,0.0,32.43,0.0,64.86,32.43,0.0,64.86,64.86,0.0,02:30,8479772.0,Zack MacEwen,8475762.0,Derek Forbort,32.1,16.57,3.11,25.88,24.85,5.18,57.98,41.42,8.28
2020020009,Florida Panthers,13,Dallas Stars,25,51.26,23.15,1.65,19.84,28.11,4.96,71.11,51.26,6.61,36:17,8475906.0,John Klingberg,8471887.0,Patric Hornqvist,45.54,25.3,2.53,30.36,37.95,0.0,75.9,63.25,2.53
2020020300,Arizona Coyotes,53,Anaheim Ducks,24,26.67,33.33,16.67,43.33,26.67,10.0,70.0,60.0,26.67,18:01,8477401.0,John Hayden,8479368.0,Max Jones,18.58,20.01,4.29,17.15,24.3,8.57,35.73,44.3,12.86
2020020300,Arizona Coyotes,53,Anaheim Ducks,24,24.26,30.33,21.23,39.43,33.36,12.13,63.69,63.69,33.36,19:47,8478474.0,Lawson Crouse,8474683.0,Derek Grant,19.39,20.89,1.49,17.9,20.89,7.46,37.3,41.77,8.95
2020020743,San Jose Sharks,28,Minnesota Wild,30,33.68,20.21,0.0,30.31,20.21,6.74,63.99,40.41,6.74,17:49,8475220.0,Marcus Foligno,8481812.0,Nikolai Knyzhov,29.87,21.34,4.27,27.02,12.8,1.42,56.89,34.14,5.69
2020020306,Ottawa Senators,9,Montréal Canadiens,8,43.27,43.27,4.33,30.29,43.27,4.33,73.56,86.54,8.65,13:56,8480801.0,Brady Tkachuk,8475279.0,Ben Chiarot,23.61,18.16,1.82,23.61,21.8,2.72,47.23,39.96,4.54
2020020319,Winnipeg Jets,52,Montréal Canadiens,8,25.38,15.45,2.21,17.65,18.76,4.41,43.03,34.2,6.62,54:26,8477940.0,Nikolaj Ehlers,8470621.0,Corey Perry,10.78,10.78,0.0,21.56,21.56,10.78,32.34,32.34,10.78
2020020321,Arizona Coyotes,53,Colorado Avalanche,21,15.38,29.36,5.59,26.56,26.56,4.19,41.94,55.92,9.79,43:14,8479465.0,Drake Caggiula,8481524.0,Bowen Byram,17.89,17.89,0.0,25.05,14.31,3.58,42.94,32.21,3.58
2020020333,Ottawa Senators,9,Calgary Flames,20,13.0,25.99,0.0,51.99,25.99,0.0,64.98,51.99,0.0,04:38,8475766.0,Austin Watson,8473473.0,Milan Lucic,32.51,22.76,5.42,30.34,14.09,7.59,62.85,36.85,13.0
2020020329,Tampa Bay Lightning,14,Dallas Stars,25,9.09,9.09,0.0,36.36,36.36,0.0,45.45,45.45,0.0,06:51,8476467.0,Jamie Oleksiak,8474034.0,Pat Maroon,16.93,23.71,9.03,18.06,20.32,3.39,35.0,44.03,12.42
2020020342,New York Rangers,3,Boston Bruins,6,20.0,37.0,3.0,32.0,43.0,5.0,52.0,80.0,8.0,60:00,8477962.0,Brendan Lemieux,8477941.0,Nick Ritchie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020020346,New Jersey Devils,1,Washington Capitals,15,20.65,18.59,2.07,30.98,8.26,2.07,51.64,26.85,4.13,29:03,8475455.0,Brenden Dillon,8479414.0,Nathan Bastian,17.45,15.51,5.82,9.69,15.51,3.88,27.14,31.02,9.69
